usuario,categorias,numero_articulos,fecha,precio,valoracion,comentarios,proveedores,ciudad
146,Juguetes,7,Primavera,462.06,1.3,muy malo,Chicco,Barcelona
146,Electronica,1,Primavera,311.47,3.7,buena relacion calidad-precio,Sony,Barcelona
147,Cocina,1,Primavera,314.98,1.8,no llego en tiempo,Flora,Malaga
147,Ferreteria,10,Otoño,70.72,0.1,no llego el producto,Yale,Malaga
147,Ropa,11,Primavera,164.36,3.7,justo lo que esperaba,Lacoste,Malaga
147,Ropa,11,Primavera,401.34,0.5,muy malo,Roxy,Malaga
147,Juguetes,7,Verano,379.2,0.1,no cumple las expectativas,Fisher-price,Malaga
147,Electronica,11,Primavera,148.91,3.5, cumple las expectativas,Samsumg,Malaga
147,Accesorios,2,Primavera,405.7,2.2,no llego en tiempo,Ray-ban,Malaga
147,Cocina,6,Verano,153.91,3.0,llego justo a tiempo,Flora,Malaga
147,Deporte,2,Primavera,355.03,1.8,el paquete llego en mal estado,Nike,Malaga
147,Libros,7,Otoño,199.6,1.8, la calidad no es la esperada,Platena Comic,Malaga
147,Hogar,10,Primavera,79.48,1.9,no llego en tiempo,Unilever,Malaga
147,Electronica,9,Primavera,248.55,2.1,no llego en tiempo,Apple,Malaga
147,Baño,8,Primavera,66.18,1.6, la calidad no es la esperada,KH7,Malaga
147,Ferreteria,5,Verano,43.81,2.6,llego justo a tiempo,3M,Malaga
148,Ferreteria,8,Otoño,496.78,0.9,no llego el producto,Yale,Malaga
148,Zapatos,2,Primavera,78.34,2.1,el paquete llego en mal estado,New balance,Malaga
148,Cocina,3,Primavera,77.06,0.4,no llego el producto,Nescafe,Malaga
148,Juguetes,8,Verano,187.75,3.6,justo lo que esperaba,Playmobile,Malaga
148,Zapatos,9,Verano,333.87,3.1,llego justo a tiempo,New balance,Malaga
148,Accesorios,4,Primavera,316.83,0.1,no llego el producto, Michael Kors,Malaga
148,Accesorios,9,Otoño,121.99,4.3, muy bueno!,Ray-ban,Malaga
148,Electronica,10,Verano,366.3,4.4, muy bueno!,Apple,Malaga
148,Ferreteria,1,Otoño,129.14,3.3, cumple las expectativas,3M,Malaga
148,Cocina,10,Verano,173.08,2.6,me gusto,Bimbo,Malaga
148,Cocina,2,Primavera,463.98,2.5, la calidad no es la esperada,Flora,Malaga
148,Ropa,10,Verano,185.87,1.7,el paquete llego en mal estado,Hollister,Malaga
148,Libros,3,Primavera,314.27,4.4,buena relacion calidad-precio,Ediciones Tomodomo,Malaga
148,Cocina,8,Primavera,179.98,3.9, muy bueno!,Flora,Malaga
148,Libros,6,Verano,81.45,0.8,no cumple las expectativas,Alianza Editorial,Malaga
148,Hogar,6,Verano,332.29,2.0, la calidad no es la esperada,Unilever,Malaga
148,Zapatos,6,Primavera,150.77,4.9, muy bueno!,Crocs,Malaga
148,Electronica,6,Verano,97.56,4.2, muy bueno!,General Electric,Malaga
148,Hogar,7,Verano,96.94,2.8,me gusto,Vileda,Malaga
148,Cocina,9,Primavera,324.64,4.3, muy bueno!,Bimbo,Malaga
148,Cocina,4,Verano,69.91,1.5,no llego el producto,Oscar mayer,Malaga
148,Libros,4,Primavera,423.58,0.5,no llego el producto,Valdemar,Malaga
148,Ropa,9,Verano,168.84,0.1,muy malo,Roxy,Malaga
148,Deporte,8,Verano,135.41,3.8, muy bueno!,Under Armour,Malaga
148,Electronica,10,Otoño,284.85,0.1,no cumple las expectativas,General Electric,Malaga
148,Zapatos,10,Primavera,484.22,3.5,llego justo a tiempo,Skechers,Malaga
148,Cocina,9,Primavera,45.5,0.3,muy malo,Flora,Malaga
148,Libros,9,Verano,172.82,1.0,no llego el producto,Platena Comic,Malaga
148,Ropa,1,Primavera,313.98,4.4,buena relacion calidad-precio,Roxy,Malaga
149,Accesorios,10,Verano,386.5,2.1,el paquete llego en mal estado,Ray-ban,Barcelona
149,Cocina,5,Primavera,450.95,2.9,llego justo a tiempo,Nescafe,Barcelona
149,Accesorios,10,Verano,305.55,1.5,no llego el producto,Polo,Barcelona
149,Electronica,9,Primavera,365.14,4.2,buena relacion calidad-precio,Apple,Barcelona
149,Ropa,11,Otoño,29.42,1.3,muy malo,Roxy,Barcelona
149,Libros,7,Primavera,335.73,4.0,justo lo que esperaba,Ediciones Tomodomo,Barcelona
149,Ropa,4,Verano,370.18,2.3, la calidad no es la esperada,Hollister,Barcelona
149,Zapatos,10,Primavera,306.57,3.4,me gusto,Skechers,Barcelona
149,Electronica,7,Verano,164.88,3.4,me gusto,Sony,Barcelona
149,Ferreteria,9,Otoño,328.21,0.4,muy malo,3M,Barcelona
149,Hogar,3,Otoño,297.52,4.9,justo lo que esperaba,Vileda,Barcelona
149,Electronica,11,Otoño,498.31,3.6,buena relacion calidad-precio,General Electric,Barcelona
149,Accesorios,10,Primavera,135.48,2.5,el paquete llego en mal estado,Polo,Barcelona
149,Juguetes,11,Otoño,130.91,3.2, cumple las expectativas,Chicco,Barcelona
149,Cocina,7,Verano,84.51,4.9,buena relacion calidad-precio,Nescafe,Barcelona
149,Hogar,5,Primavera,145.07,2.4, la calidad no es la esperada,Vileda,Barcelona
149,Juguetes,11,Primavera,331.09,0.0,no cumple las expectativas,Playmobile,Barcelona
149,Juguetes,8,Primavera,234.31,0.9,no llego el producto,Playmobile,Barcelona
149,Juguetes,10,Otoño,462.77,1.5,no cumple las expectativas,Chicco,Barcelona
149,Juguetes,11,Primavera,462.63,4.5,justo lo que esperaba,Fisher-price,Barcelona
149,Accesorios,10,Primavera,446.6,3.7, muy bueno!,Ray-ban,Barcelona
149,Juguetes,8,Primavera,427.39,1.1,no cumple las expectativas,Fisher-price,Barcelona
150,Hogar,5,Verano,233.52,1.2,muy malo,Colgate - palmolive,Palma
150,Zapatos,2,Verano,444.85,0.4,no cumple las expectativas,Crocs,Palma
150,Baño,7,Verano,429.97,1.6,el paquete llego en mal estado,Don limpio,Palma
150,Ropa,10,Primavera,339.13,2.5, la calidad no es la esperada,Roxy,Palma
150,Electronica,6,Otoño,33.48,2.0,no llego en tiempo,Sony,Palma
150,Hogar,7,Primavera,176.73,0.3,muy malo,Vileda,Palma
150,Baño,11,Verano,49.3,4.1,buena relacion calidad-precio,Cif,Palma
150,Baño,10,Otoño,258.0,2.9, cumple las expectativas,Don limpio,Palma
150,Juguetes,11,Otoño,9.62,3.1,llego justo a tiempo,Chicco,Palma
150,Deporte,1,Primavera,320.26,4.0,justo lo que esperaba,Adidas,Palma
150,Libros,4,Verano,375.5,4.4,justo lo que esperaba,Ediciones Tomodomo,Palma
150,Ropa,4,Verano,376.3,3.6,buena relacion calidad-precio,Hollister,Palma
150,Electronica,2,Verano,80.05,3.5, cumple las expectativas,Samsumg,Palma
150,Electronica,9,Primavera,245.45,1.5,no llego el producto,Samsumg,Palma
150,Libros,2,Primavera,446.76,4.3,buena relacion calidad-precio,Alianza Editorial,Palma
150,Ropa,8,Primavera,115.11,3.3,llego justo a tiempo,Levis,Palma
150,Deporte,9,Verano,26.16,4.7,justo lo que esperaba,Adidas,Palma
150,Ropa,11,Otoño,370.9,2.6,me gusto,Hollister,Palma
150,Libros,6,Otoño,499.12,3.9,buena relacion calidad-precio,Alianza Editorial,Palma
150,Deporte,10,Primavera,468.61,4.1,justo lo que esperaba,Under Armour,Palma
150,Deporte,5,Verano,257.5,1.3,no llego el producto,Nike,Palma
150,Hogar,5,Primavera,220.61,4.9, muy bueno!,Colgate - palmolive,Palma
150,Accesorios,10,Primavera,22.58,2.8,me gusto,Bimba y Lola,Palma
150,Deporte,3,Otoño,261.48,2.7,me gusto,Nike,Palma
150,Accesorios,5,Otoño,149.74,1.7, la calidad no es la esperada,Ray-ban,Palma
150,Zapatos,6,Primavera,166.94,0.2,no cumple las expectativas,Camper,Palma
151,Libros,9,Otoño,186.55,0.4,no llego el producto,Alianza Editorial,Valladolid
151,Electronica,11,Primavera,38.79,3.2, cumple las expectativas,Samsumg,Valladolid
151,Deporte,3,Otoño,283.51,4.3, muy bueno!,Asics,Valladolid
151,Deporte,7,Primavera,311.99,0.9,muy malo,Nike,Valladolid
151,Electronica,2,Otoño,483.33,0.6,no cumple las expectativas,Samsumg,Valladolid
151,Ropa,6,Primavera,148.56,4.3,buena relacion calidad-precio,Roxy,Valladolid
151,Juguetes,9,Primavera,135.29,1.0,no llego el producto,Fisher-price,Valladolid
151,Hogar,5,Otoño,492.88,1.5,no cumple las expectativas,Henkel,Valladolid
151,Libros,4,Otoño,184.85,2.2,el paquete llego en mal estado,Ediciones Tomodomo,Valladolid
151,Ferreteria,1,Primavera,262.39,3.8,justo lo que esperaba,Yale,Valladolid
151,Hogar,3,Otoño,129.38,1.1,muy malo,Vileda,Valladolid
151,Accesorios,8,Primavera,291.42,5.0,buena relacion calidad-precio,Polo,Valladolid
151,Hogar,5,Otoño,147.87,1.1,no llego el producto,Vileda,Valladolid
151,Ropa,11,Primavera,197.77,2.6,llego justo a tiempo,Lacoste,Valladolid
151,Ropa,4,Primavera,477.46,0.0,muy malo,Hollister,Valladolid
151,Zapatos,11,Primavera,155.94,3.3,llego justo a tiempo,New balance,Valladolid
152,Libros,3,Primavera,404.75,4.8, muy bueno!,Platena Comic,Cordoba
152,Cocina,10,Primavera,73.04,4.3,justo lo que esperaba,Nescafe,Cordoba
152,Electronica,5,Primavera,421.52,4.1, muy bueno!,Apple,Cordoba
152,Juguetes,11,Primavera,158.45,4.4,justo lo que esperaba,Lego,Cordoba
152,Hogar,7,Primavera,248.09,0.7,no llego el producto,Vileda,Cordoba
152,Deporte,8,Primavera,287.11,0.0,no cumple las expectativas,Under Armour,Cordoba
152,Zapatos,8,Primavera,196.88,0.2,no cumple las expectativas,New balance,Cordoba
152,Zapatos,3,Primavera,96.3,2.7,me gusto,Camper,Cordoba
152,Juguetes,8,Primavera,413.07,3.6,justo lo que esperaba,Fisher-price,Cordoba
152,Juguetes,8,Otoño,255.48,2.5,el paquete llego en mal estado,Chicco,Cordoba
152,Ropa,11,Verano,290.38,0.2,no cumple las expectativas,Hollister,Cordoba
152,Cocina,10,Primavera,436.54,1.7,no llego en tiempo,Bimbo,Cordoba
152,Cocina,6,Primavera,138.3,3.6, muy bueno!,Nescafe,Cordoba
152,Ropa,3,Otoño,25.69,1.1,no llego el producto,Levis,Cordoba
152,Juguetes,4,Primavera,191.03,1.9,no llego en tiempo,Chicco,Cordoba
152,Zapatos,5,Otoño,112.56,4.2, muy bueno!,Camper,Cordoba
152,Ferreteria,5,Otoño,227.4,2.8,me gusto,Pavco,Cordoba
152,Juguetes,11,Primavera,228.53,0.9,muy malo,Lego,Cordoba
152,Ferreteria,5,Verano,288.35,0.4,no llego el producto,Yale,Cordoba
152,Hogar,7,Primavera,378.82,1.7,el paquete llego en mal estado,Unilever,Cordoba
152,Baño,1,Primavera,366.33,0.8,no cumple las expectativas,KH7,Cordoba
152,Zapatos,3,Otoño,182.91,1.2,muy malo,Camper,Cordoba
153,Libros,7,Otoño,328.79,0.3,no cumple las expectativas,Ediciones Tomodomo,Gijón
153,Ferreteria,6,Primavera,262.15,2.7,llego justo a tiempo,Sika,Gijón
153,Hogar,2,Otoño,132.21,2.7,me gusto,Colgate - palmolive,Gijón
153,Electronica,10,Verano,480.94,1.2,no llego el producto,Apple,Gijón
153,Zapatos,3,Primavera,88.49,1.9,el paquete llego en mal estado,Crocs,Gijón
153,Hogar,1,Otoño,491.62,1.7,no llego en tiempo,Vileda,Gijón
153,Cocina,7,Primavera,90.49,3.3,llego justo a tiempo,Oscar mayer,Gijón
153,Ropa,5,Primavera,49.67,4.0,justo lo que esperaba,Lacoste,Gijón
153,Juguetes,10,Otoño,338.58,0.6,no cumple las expectativas,Fisher-price,Gijón
153,Cocina,3,Primavera,153.12,1.8,el paquete llego en mal estado,Flora,Gijón
153,Accesorios,9,Primavera,317.01,0.2,no llego el producto, Michael Kors,Gijón
153,Electronica,9,Primavera,436.08,4.2, muy bueno!,General Electric,Gijón
153,Libros,3,Otoño,363.65,1.2,no cumple las expectativas,Valdemar,Gijón
153,Juguetes,5,Primavera,316.42,1.3,muy malo,Playmobile,Gijón
153,Accesorios,11,Primavera,32.7,2.1,el paquete llego en mal estado,Bimba y Lola,Gijón
154,Juguetes,3,Otoño,5.92,0.8,no llego el producto,Fisher-price,Palma
154,Zapatos,10,Verano,344.93,1.8,no llego en tiempo,Crocs,Palma
154,Baño,3,Otoño,396.89,4.2, muy bueno!,Cristasol,Palma
154,Hogar,7,Verano,170.79,4.6,justo lo que esperaba,Henkel,Palma
154,Accesorios,9,Otoño,14.19,1.0,no cumple las expectativas, Michael Kors,Palma
154,Libros,7,Verano,21.79,4.8,justo lo que esperaba,Platena Comic,Palma
154,Deporte,7,Primavera,6.79,1.0,no cumple las expectativas,Adidas,Palma
154,Electronica,1,Verano,117.56,2.1, la calidad no es la esperada,Samsumg,Palma
154,Accesorios,11,Verano,112.77,1.1,muy malo, Michael Kors,Palma
154,Hogar,9,Primavera,452.86,0.9,no llego el producto,Henkel,Palma
154,Ropa,5,Primavera,272.83,0.6,muy malo,Lacoste,Palma
154,Zapatos,8,Primavera,121.75,2.8, cumple las expectativas,Camper,Palma
154,Juguetes,1,Primavera,361.89,0.9,muy malo,Fisher-price,Palma
154,Accesorios,3,Verano,163.03,2.1, la calidad no es la esperada,Polo,Palma
154,Baño,10,Primavera,201.69,4.4, muy bueno!,Don limpio,Palma
154,Juguetes,7,Otoño,205.15,1.9,el paquete llego en mal estado,Chicco,Palma
154,Accesorios,6,Primavera,98.07,4.6, muy bueno!,Polo,Palma
154,Accesorios,9,Primavera,242.37,0.3,no cumple las expectativas,Polo,Palma
154,Cocina,6,Primavera,230.83,1.0,muy malo,Flora,Palma
154,Baño,6,Otoño,13.63,2.7,llego justo a tiempo,KH7,Palma
154,Juguetes,10,Otoño,357.91,0.1,no cumple las expectativas,Playmobile,Palma
154,Libros,8,Otoño,304.52,0.1,muy malo,Valdemar,Palma
155,Cocina,11,Primavera,327.99,1.7,no llego en tiempo,Bimbo,Palma
155,Baño,2,Primavera,451.27,1.7,el paquete llego en mal estado,Don limpio,Palma
155,Zapatos,8,Otoño,366.76,0.3,no cumple las expectativas,Camper,Palma
155,Libros,9,Otoño,26.57,1.8, la calidad no es la esperada,Valdemar,Palma
155,Juguetes,3,Primavera,299.3,4.4, muy bueno!,Playmobile,Palma
155,Juguetes,9,Primavera,388.75,2.5,el paquete llego en mal estado,Playmobile,Palma
155,Baño,2,Primavera,290.27,0.9,no llego el producto,Cristasol,Palma
155,Deporte,8,Primavera,201.08,3.4,me gusto,Adidas,Palma
155,Ferreteria,2,Primavera,62.91,4.6, muy bueno!,Sika,Palma
155,Electronica,2,Primavera,367.21,0.3,muy malo,Samsumg,Palma
155,Ferreteria,10,Primavera,129.34,2.3, la calidad no es la esperada,Pavco,Palma
155,Zapatos,8,Primavera,391.68,1.4,no llego el producto,New balance,Palma
155,Deporte,10,Otoño,111.83,4.2, muy bueno!,Asics,Palma
155,Electronica,2,Verano,18.18,3.1,llego justo a tiempo,Samsumg,Palma
155,Accesorios,6,Primavera,234.7,3.4,me gusto,Polo,Palma
155,Libros,1,Primavera,11.72,0.0,no cumple las expectativas,Platena Comic,Palma
156,Deporte,5,Primavera,188.18,4.4,justo lo que esperaba,Nike,Vigo
156,Electronica,10,Primavera,169.25,0.4,no cumple las expectativas,Sony,Vigo
156,Zapatos,4,Primavera,363.34,3.0, cumple las expectativas,New balance,Vigo
156,Ferreteria,11,Primavera,245.07,2.6, cumple las expectativas,Yale,Vigo
156,Zapatos,4,Primavera,383.31,3.7,justo lo que esperaba,New balance,Vigo
156,Juguetes,8,Otoño,171.9,2.2, la calidad no es la esperada,Chicco,Vigo
156,Baño,1,Primavera,221.72,3.2,llego justo a tiempo,KH7,Vigo
156,Hogar,2,Otoño,16.78,2.9,me gusto,Colgate - palmolive,Vigo
156,Baño,5,Otoño,211.66,1.7,no llego en tiempo,Cristasol,Vigo
156,Hogar,6,Primavera,152.91,3.1,llego justo a tiempo,Colgate - palmolive,Vigo
156,Ropa,7,Otoño,436.41,0.9,no llego el producto,Roxy,Vigo
156,Ferreteria,2,Primavera,264.97,3.0, cumple las expectativas,Yale,Vigo
156,Hogar,8,Primavera,342.91,2.0,el paquete llego en mal estado,Colgate - palmolive,Vigo
156,Electronica,9,Primavera,458.74,3.6,justo lo que esperaba,Apple,Vigo
156,Baño,11,Primavera,411.57,4.1, muy bueno!,Don limpio,Vigo
156,Accesorios,10,Primavera,385.09,4.7, muy bueno!,Polo,Vigo
156,Cocina,5,Otoño,31.61,3.3, cumple las expectativas,Flora,Vigo
156,Accesorios,6,Primavera,330.53,0.1,no cumple las expectativas,Polo,Vigo
156,Ferreteria,2,Otoño,283.77,2.9, cumple las expectativas,Sika,Vigo
156,Electronica,5,Primavera,173.64,1.9,el paquete llego en mal estado,Sony,Vigo
156,Deporte,8,Verano,178.16,3.1,llego justo a tiempo,Under Armour,Vigo
156,Ropa,2,Verano,42.61,0.6,no llego el producto,Lacoste,Vigo
156,Electronica,2,Primavera,94.9,0.1,no cumple las expectativas,General Electric,Vigo
156,Juguetes,7,Otoño,29.12,1.4,no cumple las expectativas,Lego,Vigo
157,Ferreteria,8,Verano,203.49,4.7, muy bueno!,Yale,Alicante
157,Ferreteria,1,Primavera,56.53,2.2, la calidad no es la esperada,Pavco,Alicante
157,Hogar,10,Primavera,66.46,0.6,no llego el producto,Unilever,Alicante
157,Ropa,7,Primavera,160.0,2.7,llego justo a tiempo,Levis,Alicante
157,Ropa,2,Primavera,470.58,4.9,buena relacion calidad-precio,Lacoste,Alicante
157,Zapatos,1,Otoño,271.0,1.9, la calidad no es la esperada,Skechers,Alicante
157,Baño,3,Verano,138.29,2.1,el paquete llego en mal estado,Don limpio,Alicante
157,Libros,4,Verano,345.25,1.2,no cumple las expectativas,Valdemar,Alicante
157,Electronica,9,Primavera,213.65,4.8,buena relacion calidad-precio,General Electric,Alicante
157,Electronica,4,Primavera,425.9,4.2,buena relacion calidad-precio,Sony,Alicante
157,Ropa,2,Invierno,240.74,1.3,no llego el producto,Lacoste,Alicante
157,Cocina,11,Otoño,7.67,1.8,el paquete llego en mal estado,Flora,Alicante
157,Cocina,11,Primavera,326.36,2.2,no llego en tiempo,Flora,Alicante
157,Ferreteria,8,Primavera,191.4,4.3, muy bueno!,Pavco,Alicante
157,Deporte,2,Primavera,382.11,1.8,el paquete llego en mal estado,Under Armour,Alicante
157,Cocina,4,Primavera,432.0,0.5,muy malo,Nescafe,Alicante
157,Zapatos,1,Primavera,222.8,2.9,llego justo a tiempo,New balance,Alicante
157,Cocina,10,Primavera,151.15,0.1,no llego el producto,Nescafe,Alicante
157,Zapatos,8,Primavera,355.16,4.8, muy bueno!,Skechers,Alicante
157,Hogar,2,Otoño,437.54,3.6,justo lo que esperaba,Unilever,Alicante
157,Zapatos,2,Primavera,372.63,3.8,buena relacion calidad-precio,Crocs,Alicante
157,Ropa,8,Primavera,275.76,3.2, cumple las expectativas,Lacoste,Alicante
158,Juguetes,4,Primavera,335.25,3.6,buena relacion calidad-precio,Fisher-price,Vigo
158,Zapatos,8,Primavera,10.06,2.3, la calidad no es la esperada,New balance,Vigo
158,Ferreteria,7,Verano,258.81,3.2,llego justo a tiempo,Pavco,Vigo
158,Juguetes,8,Primavera,374.51,4.0,justo lo que esperaba,Playmobile,Vigo
158,Ropa,6,Primavera,153.14,4.4, muy bueno!,Hollister,Vigo
158,Cocina,8,Primavera,277.11,2.1, la calidad no es la esperada,Oscar mayer,Vigo
158,Ferreteria,9,Verano,225.56,3.6, muy bueno!,Pavco,Vigo
158,Libros,2,Verano,302.45,1.8, la calidad no es la esperada,Alianza Editorial,Vigo
158,Hogar,9,Primavera,298.55,0.0,no cumple las expectativas,Colgate - palmolive,Vigo
158,Baño,6,Invierno,337.58,3.8,justo lo que esperaba,Cif,Vigo
158,Cocina,1,Primavera,356.75,2.8, cumple las expectativas,Oscar mayer,Vigo
158,Ropa,11,Primavera,367.72,2.5,el paquete llego en mal estado,Roxy,Vigo
158,Baño,11,Primavera,164.1,0.1,no llego el producto,KH7,Vigo
158,Baño,7,Primavera,468.42,1.2,no cumple las expectativas,KH7,Vigo
158,Electronica,2,Primavera,319.78,4.6, muy bueno!,Apple,Vigo
158,Hogar,10,Otoño,311.78,4.5,buena relacion calidad-precio,Vileda,Vigo
158,Ropa,7,Primavera,209.09,3.9, muy bueno!,Lacoste,Vigo
158,Zapatos,7,Verano,186.26,2.8, cumple las expectativas,New balance,Vigo
158,Juguetes,9,Verano,434.07,2.7,me gusto,Chicco,Vigo
158,Accesorios,11,Verano,285.41,0.6,no cumple las expectativas,Bimba y Lola,Vigo
158,Deporte,10,Primavera,60.85,4.2,buena relacion calidad-precio,Adidas,Vigo
158,Zapatos,9,Primavera,63.29,2.5,no llego en tiempo,Camper,Vigo
158,Cocina,5,Otoño,203.55,3.1,llego justo a tiempo,Nescafe,Vigo
159,Juguetes,4,Primavera,223.01,4.2,buena relacion calidad-precio,Lego,Gijón
159,Electronica,6,Primavera,112.78,0.5,muy malo,Samsumg,Gijón
159,Zapatos,1,Primavera,195.97,2.4,no llego en tiempo,Crocs,Gijón
159,Deporte,10,Verano,60.06,4.7,justo lo que esperaba,Adidas,Gijón
159,Zapatos,11,Otoño,235.86,0.4,no llego el producto,Skechers,Gijón
159,Zapatos,10,Primavera,432.81,3.2,me gusto,Crocs,Gijón
159,Juguetes,5,Primavera,385.46,0.9,no cumple las expectativas,Lego,Gijón
159,Zapatos,1,Primavera,109.72,1.5,no llego el producto,Crocs,Gijón
159,Accesorios,8,Verano,358.43,4.8,justo lo que esperaba,Bimba y Lola,Gijón
159,Zapatos,10,Verano,424.93,1.0,no llego el producto,Camper,Gijón
159,Accesorios,4,Otoño,367.55,1.8,el paquete llego en mal estado,Polo,Gijón
159,Libros,1,Otoño,346.59,1.2,no llego el producto,Platena Comic,Gijón
159,Ropa,3,Primavera,465.67,4.5,buena relacion calidad-precio,Lacoste,Gijón
159,Ropa,5,Primavera,151.71,4.0,buena relacion calidad-precio,Lacoste,Gijón
159,Libros,3,Verano,378.51,1.3,no cumple las expectativas,Ediciones Tomodomo,Gijón
159,Zapatos,9,Otoño,306.59,0.2,muy malo,Skechers,Gijón
159,Juguetes,6,Otoño,205.54,2.3, la calidad no es la esperada,Playmobile,Gijón
159,Ferreteria,8,Verano,209.99,1.7,el paquete llego en mal estado,Sika,Gijón
159,Juguetes,11,Primavera,248.61,4.7, muy bueno!,Playmobile,Gijón
159,Baño,8,Otoño,36.98,4.2,justo lo que esperaba,Cristasol,Gijón
159,Accesorios,8,Primavera,149.74,1.3,no llego el producto,Ray-ban,Gijón
160,Ropa,5,Primavera,368.41,0.1,no cumple las expectativas,Lacoste,Zaragoza
160,Electronica,7,Otoño,414.28,3.5, cumple las expectativas,Samsumg,Zaragoza
160,Electronica,4,Verano,411.81,1.2,no cumple las expectativas,Sony,Zaragoza
160,Electronica,7,Primavera,148.94,3.8,justo lo que esperaba,Samsumg,Zaragoza
160,Accesorios,7,Otoño,423.86,1.2,no cumple las expectativas,Bimba y Lola,Zaragoza
160,Electronica,2,Otoño,387.11,1.4,no llego el producto,Samsumg,Zaragoza
160,Libros,8,Otoño,494.46,1.9, la calidad no es la esperada,Ediciones Tomodomo,Zaragoza
160,Zapatos,2,Primavera,70.06,3.9, muy bueno!,Skechers,Zaragoza
160,Hogar,6,Verano,34.92,2.2, la calidad no es la esperada,Vileda,Zaragoza
160,Accesorios,4,Verano,53.38,3.1,me gusto, Michael Kors,Zaragoza
160,Ropa,3,Primavera,56.53,4.9,buena relacion calidad-precio,Lacoste,Zaragoza
160,Ferreteria,1,Otoño,351.03,3.2, cumple las expectativas,3M,Zaragoza
160,Zapatos,1,Primavera,330.36,0.0,no cumple las expectativas,Crocs,Zaragoza
160,Deporte,1,Verano,418.92,1.4,no llego el producto,Nike,Zaragoza
160,Electronica,1,Primavera,192.26,1.2,no llego el producto,Sony,Zaragoza
160,Accesorios,5,Primavera,378.47,4.6, muy bueno!,Bimba y Lola,Zaragoza
160,Baño,11,Otoño,498.68,3.2,me gusto,Don limpio,Zaragoza
160,Accesorios,7,Primavera,155.28,0.7,no cumple las expectativas,Ray-ban,Zaragoza
160,Zapatos,8,Otoño,5.74,0.9,no llego el producto,New balance,Zaragoza
160,Juguetes,2,Verano,452.21,4.5,justo lo que esperaba,Chicco,Zaragoza
160,Baño,8,Verano,430.28,1.8,el paquete llego en mal estado,Cristasol,Zaragoza
160,Ropa,5,Otoño,383.57,3.7,buena relacion calidad-precio,Hollister,Zaragoza
160,Ropa,8,Otoño,120.2,3.3, cumple las expectativas,Hollister,Zaragoza
160,Libros,10,Otoño,330.17,4.4, muy bueno!,Valdemar,Zaragoza
160,Ropa,1,Otoño,103.91,1.1,no llego el producto,Levis,Zaragoza
161,Juguetes,11,Otoño,261.43,1.7,no llego en tiempo,Chicco,Alicante
161,Accesorios,5,Verano,351.57,3.7,justo lo que esperaba,Ray-ban,Alicante
161,Libros,11,Verano,230.71,4.0,buena relacion calidad-precio,Alianza Editorial,Alicante
161,Ferreteria,3,Primavera,211.2,2.9, cumple las expectativas,Sika,Alicante
161,Accesorios,5,Otoño,440.56,1.4,no llego el producto,Bimba y Lola,Alicante
161,Ropa,8,Verano,192.7,0.4,no cumple las expectativas,Levis,Alicante
161,Juguetes,8,Primavera,431.66,3.3, cumple las expectativas,Chicco,Alicante
161,Accesorios,1,Primavera,398.93,2.9, cumple las expectativas, Michael Kors,Alicante
161,Hogar,4,Otoño,283.66,0.1,muy malo,Unilever,Alicante
161,Libros,11,Primavera,150.96,0.8,no llego el producto,Ediciones Tomodomo,Alicante
161,Juguetes,3,Primavera,345.82,0.8,muy malo,Lego,Alicante
161,Ferreteria,10,Primavera,163.86,0.5,no llego el producto,Pavco,Alicante
161,Deporte,1,Verano,383.68,1.6,el paquete llego en mal estado,Nike,Alicante
161,Cocina,5,Primavera,326.81,2.7, cumple las expectativas,Bimbo,Alicante
161,Juguetes,6,Primavera,343.92,1.4,muy malo,Fisher-price,Alicante
161,Deporte,2,Primavera,473.61,2.3, la calidad no es la esperada,Asics,Alicante
161,Hogar,4,Verano,341.57,1.2,muy malo,Colgate - palmolive,Alicante
161,Juguetes,8,Primavera,331.59,4.6, muy bueno!,Playmobile,Alicante
161,Cocina,1,Primavera,161.64,3.7, muy bueno!,Oscar mayer,Alicante
161,Electronica,2,Verano,453.38,0.4,muy malo,Samsumg,Alicante
161,Juguetes,3,Primavera,320.43,3.0, cumple las expectativas,Fisher-price,Alicante
161,Accesorios,3,Primavera,430.33,4.2,justo lo que esperaba,Ray-ban,Alicante
161,Juguetes,8,Primavera,289.26,2.2,no llego en tiempo,Fisher-price,Alicante
161,Baño,5,Otoño,376.06,2.4,no llego en tiempo,Don limpio,Alicante
161,Accesorios,9,Primavera,102.8,2.7,me gusto,Ray-ban,Alicante
161,Accesorios,3,Verano,444.86,1.9,el paquete llego en mal estado,Polo,Alicante
161,Ferreteria,5,Primavera,489.03,0.6,muy malo,Pavco,Alicante
161,Zapatos,10,Primavera,467.42,1.0,no llego el producto,Crocs,Alicante
161,Juguetes,10,Verano,189.51,2.6,llego justo a tiempo,Lego,Alicante
161,Deporte,5,Verano,336.06,0.8,no cumple las expectativas,Nike,Alicante
161,Accesorios,11,Primavera,402.62,1.6, la calidad no es la esperada, Michael Kors,Alicante
162,Ropa,2,Verano,36.7,2.9,me gusto,Levis,Malaga
162,Accesorios,4,Verano,414.7,4.4,buena relacion calidad-precio,Bimba y Lola,Malaga
162,Zapatos,4,Primavera,253.78,4.7,justo lo que esperaba,New balance,Malaga
162,Electronica,5,Primavera,72.51,1.3,no cumple las expectativas,General Electric,Malaga
