usuario,categorias,numero_articulos,fecha,precio,valoracion,comentarios,proveedores
453,Baño,8,2019-11-30 01:42:30.975798,493.79,3.5,me gusto,KH7
471,Hogar,1,2020-09-26 21:05:07.708581,323.86,2.4, la calidad no es la esperada,Vileda
470,Libros,3,2020-04-27 18:38:28.550227,167.39,2.2,no llego en tiempo,Ediciones Tomodomo
182,Hogar,9,2019-09-15 17:08:37.088963,189.31,2.4,no llego en tiempo,Colgate - palmolive
155,Cocina,11,2019-04-08 14:06:17.234342,327.99,1.7,no llego en tiempo,Bimbo
220,Deporte,8,2020-06-12 08:39:35.484412,491.14,4.2,justo lo que esperaba,Under Armour
463,Ferreteria,6,2020-06-12 11:52:03.266464,135.51,2.1,el paquete llego en mal estado,3M
484,Hogar,6,2020-04-03 04:54:24.072792,378.64,0.3,no llego el producto,Unilever
113,Zapatos,6,2019-07-14 14:53:25.138475,399.71,0.9,muy malo,New balance
243,Juguetes,10,2020-05-19 18:18:57.966953,275.12,4.2, muy bueno!,Playmobile
448,Ropa,9,2020-01-07 19:29:06.223259,359.16,2.7,llego justo a tiempo,Roxy
357,Ropa,8,2020-09-22 16:11:57.736709,475.55,4.5,buena relacion calidad-precio,Levis
221,Libros,8,2019-11-01 02:01:09.519771,126.74,0.6,no cumple las expectativas,Alianza Editorial
493,Cocina,4,2019-06-11 07:27:07.731597,259.18,0.1,no cumple las expectativas,Flora
443,Baño,4,2020-09-03 02:32:59.214854,172.59,0.1,no llego el producto,Cristasol
176,Juguetes,4,2020-09-05 07:01:33.149662,43.38,0.5,muy malo,Chicco
161,Juguetes,11,2019-11-20 12:25:45.043084,261.43,1.7,no llego en tiempo,Chicco
239,Baño,1,2019-09-17 23:03:02.427001,8.15,3.4,me gusto,Cristasol
176,Libros,2,2020-03-15 05:41:31.652966,27.3,4.2,buena relacion calidad-precio,Platena Comic
421,Deporte,6,2019-12-26 00:00:44.489494,350.05,0.4,no cumple las expectativas,Nike
378,Electronica,9,2019-09-05 06:46:17.249127,479.83,2.9,me gusto,Apple
272,Zapatos,8,2019-07-01 19:49:13.501080,418.52,1.1,no llego el producto,Camper
471,Libros,6,2020-07-31 07:38:03.633773,15.83,3.1,me gusto,Valdemar
109,Libros,9,2020-05-27 13:24:46.283214,471.51,0.2,no llego el producto,Ediciones Tomodomo
324,Deporte,7,2020-02-19 08:46:51.664127,266.39,4.1,justo lo que esperaba,Under Armour
221,Deporte,10,2019-08-31 20:28:54.514554,80.7,2.6,llego justo a tiempo,Nike
464,Baño,6,2020-06-08 18:30:04.067298,347.08,4.4,justo lo que esperaba,Cristasol
390,Libros,4,2020-10-20 20:52:33.131237,335.75,4.7,buena relacion calidad-precio,Valdemar
105,Libros,7,2020-07-09 21:13:54.825586,369.85,3.4,llego justo a tiempo,Alianza Editorial
458,Juguetes,7,2019-02-22 22:14:18.730087,223.66,1.9,el paquete llego en mal estado,Lego
114,Zapatos,3,2019-05-09 03:23:01.163480,203.02,2.4,no llego en tiempo,New balance
225,Accesorios,5,2020-12-04 05:35:37.110223,171.61,2.1,no llego en tiempo,Bimba y Lola
138,Ropa,1,2020-03-18 00:33:42.706706,454.81,4.3, muy bueno!,Roxy
132,Libros,6,2019-06-16 21:04:38.424270,257.88,3.1,llego justo a tiempo,Alianza Editorial
165,Accesorios,2,2019-08-23 08:39:23.485108,89.73,0.6,muy malo,Ray-ban
332,Ferreteria,6,2020-10-23 03:12:38.700808,199.74,4.0,justo lo que esperaba,Yale
280,Libros,10,2020-02-11 05:35:52.862870,259.76,4.8,justo lo que esperaba,Ediciones Tomodomo
288,Accesorios,1,2020-02-08 16:03:15.387160,319.27,3.8,justo lo que esperaba,Ray-ban
455,Juguetes,6,2019-04-07 23:15:22.103866,108.5,2.4,no llego en tiempo,Chicco
408,Ropa,1,2019-10-02 05:57:02.967738,188.7,4.9, muy bueno!,Hollister
446,Ferreteria,3,2020-06-09 22:06:27.474776,284.7,0.4,no cumple las expectativas,Yale
254,Ferreteria,7,2020-07-01 02:55:21.417364,177.39,1.2,no llego el producto,Yale
221,Juguetes,4,2020-07-26 12:11:36.419376,212.32,1.1,muy malo,Chicco
7,Electronica,9,2019-09-11 07:52:33.263942,30.12,1.7, la calidad no es la esperada,Samsumg
347,Electronica,4,2019-01-01 14:36:09.933201,116.53,4.4,justo lo que esperaba,Apple
151,Libros,9,2020-10-20 08:35:53.602167,186.55,0.4,no llego el producto,Alianza Editorial
366,Zapatos,6,2019-12-02 14:30:43.186263,199.43,0.7,no llego el producto,New balance
251,Baño,11,2019-01-23 18:03:28.863316,264.17,2.3, la calidad no es la esperada,KH7
17,Zapatos,4,2019-04-11 17:41:16.127428,462.73,1.2,no cumple las expectativas,Crocs
464,Cocina,9,2020-12-03 17:03:28.395034,436.02,2.8, cumple las expectativas,Nescafe
115,Deporte,5,2020-04-13 09:56:03.670350,105.63,2.1, la calidad no es la esperada,Asics
451,Juguetes,11,2019-07-08 13:02:01.053448,377.48,0.1,no llego el producto,Playmobile
39,Ferreteria,11,2020-05-06 22:31:00.853184,59.39,2.3,el paquete llego en mal estado,Pavco
360,Hogar,7,2019-09-27 06:37:48.974209,371.62,2.5,el paquete llego en mal estado,Colgate - palmolive
105,Ropa,10,2020-12-16 07:46:51.465253,413.66,2.1,no llego en tiempo,Lacoste
313,Ropa,10,2020-02-23 23:56:24.685978,139.23,4.5,justo lo que esperaba,Levis
471,Libros,8,2019-08-02 21:49:06.643553,142.29,4.9,buena relacion calidad-precio,Ediciones Tomodomo
188,Cocina,5,2019-06-28 04:15:04.975074,45.02,4.3,justo lo que esperaba,Nescafe
101,Baño,3,2020-04-30 19:50:54.052124,127.74,0.7,no cumple las expectativas,Don limpio
168,Cocina,8,2020-02-26 22:54:59.618051,174.02,2.0,no llego en tiempo,Bimbo
305,Hogar,2,2020-12-30 03:15:20.036016,29.83,2.4, la calidad no es la esperada,Henkel
376,Baño,9,2020-11-27 07:41:25.994378,133.93,2.9,llego justo a tiempo,Cif
500,Deporte,1,2020-04-15 06:31:15.385032,184.83,3.5, cumple las expectativas,Adidas
394,Baño,1,2019-08-23 22:53:29.157513,254.55,2.3,el paquete llego en mal estado,KH7
168,Deporte,3,2020-11-30 00:55:20.872887,326.93,0.1,no llego el producto,Adidas
354,Accesorios,3,2019-04-06 20:27:09.405245,242.75,3.2,llego justo a tiempo,Bimba y Lola
64,Cocina,8,2019-02-22 14:37:21.086330,301.2,3.2, cumple las expectativas,Oscar mayer
82,Accesorios,5,2020-05-19 02:07:07.391397,301.68,3.3,llego justo a tiempo,Bimba y Lola
66,Baño,11,2020-04-30 18:11:33.834603,339.91,1.6,el paquete llego en mal estado,Cif
462,Cocina,10,2019-03-13 04:43:24.323718,99.71,4.4,buena relacion calidad-precio,Flora
66,Libros,2,2019-08-08 07:21:32.799447,267.46,4.3,justo lo que esperaba,Alianza Editorial
428,Ropa,1,2019-02-18 02:15:45.154785,440.69,3.9,justo lo que esperaba,Levis
97,Hogar,2,2020-03-31 05:01:39.135013,319.52,0.5,muy malo,Vileda
235,Juguetes,9,2019-10-26 08:58:24.703375,333.22,4.8, muy bueno!,Lego
43,Baño,1,2019-06-01 21:05:09.259343,202.87,4.9, muy bueno!,KH7
388,Accesorios,3,2019-07-10 07:13:09.714167,417.8,0.9,muy malo, Michael Kors
8,Ferreteria,10,2019-01-10 02:21:46.449438,31.3,2.3, la calidad no es la esperada,Sika
335,Accesorios,2,2019-02-21 22:56:41.143175,223.01,4.3,buena relacion calidad-precio,Polo
149,Accesorios,10,2020-08-01 14:56:18.027041,386.5,2.1,el paquete llego en mal estado,Ray-ban
386,Juguetes,5,2020-03-05 12:15:19.684544,104.75,1.1,no cumple las expectativas,Chicco
322,Zapatos,11,2020-05-07 10:15:18.660118,357.46,3.0,me gusto,Skechers
397,Juguetes,11,2019-07-26 04:54:57.449665,104.98,3.8,buena relacion calidad-precio,Lego
181,Ferreteria,7,2019-09-11 22:27:43.461077,324.2,4.1,buena relacion calidad-precio,Sika
42,Ferreteria,10,2020-02-07 12:18:26.760735,475.52,3.7,justo lo que esperaba,Yale
455,Deporte,10,2020-07-07 21:15:21.077480,100.1,1.9,no llego en tiempo,Asics
391,Ropa,2,2020-02-04 02:39:17.835806,185.45,2.1,no llego en tiempo,Hollister
165,Electronica,3,2019-01-26 21:00:03.335574,358.01,3.1,llego justo a tiempo,Samsumg
197,Libros,1,2019-04-21 08:25:25.378760,196.27,3.3,llego justo a tiempo,Ediciones Tomodomo
360,Zapatos,4,2019-04-24 12:23:52.144543,135.31,4.7,justo lo que esperaba,Camper
7,Libros,5,2020-07-22 18:53:35.862788,414.95,4.2,justo lo que esperaba,Ediciones Tomodomo
219,Hogar,10,2019-05-05 05:20:33.078386,101.69,0.8,no cumple las expectativas,Colgate - palmolive
481,Accesorios,1,2020-05-03 22:13:35.694648,438.43,4.1,buena relacion calidad-precio, Michael Kors
358,Baño,6,2019-11-18 17:55:27.884785,255.52,0.1,no cumple las expectativas,Cristasol
310,Libros,5,2019-10-27 07:14:29.783378,263.9,2.8, cumple las expectativas,Platena Comic
488,Libros,1,2020-10-01 17:35:54.968646,37.18,0.5,no cumple las expectativas,Ediciones Tomodomo
404,Deporte,5,2020-06-24 00:39:45.803807,238.26,4.1,justo lo que esperaba,Under Armour
328,Electronica,1,2020-09-15 00:12:28.655857,193.68,0.2,no llego el producto,Sony
160,Ropa,5,2019-05-15 09:38:28.874993,368.41,0.1,no cumple las expectativas,Lacoste
491,Ropa,5,2019-03-06 10:00:15.066583,251.38,1.1,no llego el producto,Hollister
366,Baño,9,2020-04-15 18:38:23.946197,468.94,2.5,el paquete llego en mal estado,KH7
236,Hogar,7,2020-12-06 20:05:30.710879,228.31,1.6, la calidad no es la esperada,Vileda
329,Deporte,3,2020-03-23 09:14:14.264274,185.31,1.2,no llego el producto,Nike
493,Deporte,1,2020-12-17 06:45:45.951795,298.55,1.2,no cumple las expectativas,Asics
186,Zapatos,5,2020-11-05 23:16:58.584093,6.27,4.5, muy bueno!,Camper
80,Deporte,8,2019-10-30 23:55:45.531025,371.18,4.6,buena relacion calidad-precio,Nike
58,Zapatos,8,2020-09-13 20:44:16.279063,181.64,1.4,no llego el producto,New balance
75,Accesorios,10,2020-01-02 22:29:00.170172,458.17,3.1,llego justo a tiempo,Bimba y Lola
351,Deporte,2,2019-03-20 21:59:20.129115,488.67,0.4,muy malo,Under Armour
414,Accesorios,11,2020-01-26 06:32:57.946410,237.8,1.0,muy malo,Polo
468,Juguetes,10,2019-01-25 14:11:25.303369,316.2,3.6,buena relacion calidad-precio,Fisher-price
66,Zapatos,1,2020-06-05 06:56:15.643260,482.43,2.5, la calidad no es la esperada,New balance
123,Baño,7,2020-03-05 07:59:33.358104,453.06,2.1,no llego en tiempo,Don limpio
112,Baño,3,2019-09-26 02:21:25.770239,104.39,0.7,no cumple las expectativas,Cristasol
365,Ferreteria,4,2020-10-03 06:44:46.837893,153.09,3.3,llego justo a tiempo,3M
44,Libros,10,2019-02-16 09:56:29.677943,311.38,1.9,el paquete llego en mal estado,Valdemar
206,Electronica,10,2020-12-30 13:04:22.842148,53.52,2.4,el paquete llego en mal estado,General Electric
39,Electronica,6,2019-09-13 11:00:45.841104,287.48,0.7,muy malo,General Electric
290,Deporte,9,2019-09-19 14:20:22.134062,401.91,2.0,no llego en tiempo,Adidas
422,Deporte,4,2020-12-15 17:16:24.146367,223.71,2.1,no llego en tiempo,Asics
237,Ferreteria,3,2019-09-26 23:29:09.396109,93.7,4.2,buena relacion calidad-precio,Yale
91,Deporte,6,2019-10-12 17:28:36.380817,419.04,1.1,no llego el producto,Nike
43,Hogar,6,2020-11-26 06:07:18.279610,316.15,1.3,no cumple las expectativas,Colgate - palmolive
299,Deporte,11,2019-06-21 15:25:59.910677,189.11,4.0,justo lo que esperaba,Adidas
200,Deporte,1,2019-03-30 15:51:58.021177,251.9,0.7,no llego el producto,Nike
12,Juguetes,1,2020-08-28 01:15:18.667585,259.26,1.7,no llego en tiempo,Lego
325,Accesorios,1,2019-08-24 00:40:37.671668,207.53,0.0,no cumple las expectativas,Polo
217,Juguetes,10,2020-07-27 00:41:06.678833,190.92,2.6,llego justo a tiempo,Fisher-price
478,Ferreteria,7,2019-09-08 09:15:18.854940,314.03,4.7, muy bueno!,Yale
369,Hogar,4,2020-10-05 14:25:41.044442,478.54,4.0, muy bueno!,Vileda
367,Baño,4,2020-09-23 15:48:08.083554,203.99,2.4,no llego en tiempo,KH7
52,Ferreteria,8,2020-05-11 17:56:41.381032,266.34,3.1,llego justo a tiempo,3M
102,Juguetes,7,2020-09-07 23:07:09.314547,315.53,3.3,llego justo a tiempo,Lego
136,Libros,4,2020-02-01 12:06:57.039511,271.5,4.0,justo lo que esperaba,Ediciones Tomodomo
182,Accesorios,3,2019-03-04 07:13:36.649617,250.6,3.1,llego justo a tiempo,Polo
318,Ferreteria,5,2019-05-06 01:24:33.522139,21.78,3.9,buena relacion calidad-precio,Yale
12,Hogar,2,2019-08-03 13:01:34.079281,234.56,0.6,no cumple las expectativas,Vileda
64,Cocina,7,2020-01-22 17:30:45.467230,119.39,0.3,no llego el producto,Flora
192,Electronica,4,2020-07-29 15:50:57.858998,286.85,1.6,no llego en tiempo,General Electric
24,Electronica,3,2019-09-12 15:54:41.445564,460.95,0.1,no llego el producto,General Electric
215,Ferreteria,2,2020-07-25 05:07:54.373621,438.1,1.9,no llego en tiempo,Pavco
87,Ferreteria,11,2019-01-23 17:47:23.772416,35.39,1.9,no llego en tiempo,Sika
35,Juguetes,4,2019-11-21 01:31:05.148661,367.25,1.1,no llego el producto,Lego
298,Baño,10,2019-06-04 02:43:19.814250,120.44,4.8,justo lo que esperaba,Cristasol
102,Accesorios,6,2019-05-06 03:39:00.141837,389.62,2.7, cumple las expectativas,Polo
356,Electronica,1,2019-11-09 15:26:57.193711,344.22,1.2,no llego el producto,Sony
292,Baño,4,2019-02-19 11:25:30.844422,300.08,3.4,llego justo a tiempo,Don limpio
449,Accesorios,11,2020-11-13 02:57:21.212414,124.96,2.4,no llego en tiempo, Michael Kors
481,Electronica,9,2020-11-26 07:07:24.689323,207.7,0.3,no cumple las expectativas,Sony
277,Hogar,1,2019-08-27 11:29:54.031764,316.81,4.1,justo lo que esperaba,Henkel
202,Electronica,3,2020-04-27 15:56:47.460788,154.59,3.2,llego justo a tiempo,Sony
247,Zapatos,7,2020-10-22 06:22:15.670606,461.4,3.9,justo lo que esperaba,Camper
46,Electronica,3,2020-01-29 03:54:37.639817,491.37,2.4,no llego en tiempo,Sony
377,Libros,6,2019-10-21 09:59:14.649829,386.5,4.3,justo lo que esperaba,Ediciones Tomodomo
395,Ferreteria,10,2020-02-18 09:06:56.301674,12.5,1.1,muy malo,Sika
436,Ropa,7,2020-04-02 13:08:48.912684,419.96,1.2,no cumple las expectativas,Lacoste
465,Electronica,6,2019-01-09 07:33:55.847158,461.58,1.5,no cumple las expectativas,Sony
206,Ropa,3,2019-02-05 10:51:44.445146,460.14,0.8,no cumple las expectativas,Levis
411,Zapatos,9,2019-07-25 03:29:17.362341,340.86,5.0, muy bueno!,Skechers
110,Electronica,11,2020-04-07 23:08:02.605999,484.85,0.4,muy malo,Sony
24,Baño,9,2019-04-25 02:44:45.533558,40.21,3.0, cumple las expectativas,Cristasol
208,Ferreteria,6,2020-11-02 12:55:59.993847,238.67,4.2, muy bueno!,Pavco
475,Deporte,10,2019-01-10 03:49:06.939723,361.5,2.4, la calidad no es la esperada,Adidas
252,Libros,11,2020-11-12 18:20:31.880634,455.75,0.8,no cumple las expectativas,Valdemar
247,Zapatos,5,2019-06-06 04:54:14.614486,415.62,2.9,me gusto,Crocs
198,Deporte,3,2020-01-04 05:51:24.205819,325.9,2.6, cumple las expectativas,Asics
87,Accesorios,3,2020-11-20 14:09:57.243504,358.19,1.7,no llego en tiempo, Michael Kors
461,Deporte,5,2020-05-17 09:15:42.682884,386.58,3.8,buena relacion calidad-precio,Nike
122,Cocina,8,2020-11-23 07:42:48.826873,487.62,2.0,el paquete llego en mal estado,Flora
15,Deporte,10,2019-10-23 00:43:10.969303,319.73,4.5, muy bueno!,Under Armour
337,Baño,8,2020-07-16 10:52:14.934086,99.91,3.7,buena relacion calidad-precio,KH7
87,Ferreteria,6,2020-01-05 02:17:44.934773,151.68,2.0, la calidad no es la esperada,Pavco
11,Zapatos,1,2020-02-14 18:30:47.286260,36.89,2.0, la calidad no es la esperada,New balance
375,Juguetes,4,2020-07-31 00:43:51.871246,448.58,4.8, muy bueno!,Lego
485,Accesorios,1,2019-12-04 21:43:32.172449,189.88,2.0,el paquete llego en mal estado, Michael Kors
170,Juguetes,9,2020-09-09 11:34:35.311849,185.44,3.2, cumple las expectativas,Fisher-price
103,Zapatos,10,2019-05-28 19:25:50.590538,28.35,2.2,no llego en tiempo,Crocs
10,Deporte,10,2020-03-27 14:56:41.032536,327.78,2.2,no llego en tiempo,Adidas
437,Baño,9,2019-12-20 02:11:35.797744,11.33,4.1, muy bueno!,Cif
271,Zapatos,11,2020-10-04 12:01:03.585461,18.69,0.6,muy malo,Crocs
454,Deporte,2,2019-06-02 13:07:54.954655,436.81,2.7,llego justo a tiempo,Asics
101,Deporte,7,2019-08-22 21:59:04.635686,7.56,3.1,me gusto,Under Armour
187,Hogar,10,2020-09-20 04:27:55.825955,140.26,3.0, cumple las expectativas,Colgate - palmolive
464,Juguetes,1,2020-05-29 10:44:55.789359,55.86,0.9,no llego el producto,Chicco
405,Zapatos,11,2019-10-31 02:26:35.258628,432.72,1.5,no cumple las expectativas,New balance
388,Juguetes,9,2019-08-03 23:40:13.867130,426.21,0.5,no cumple las expectativas,Lego
92,Ferreteria,4,2019-11-19 23:28:54.804889,269.91,0.5,muy malo,3M
112,Cocina,9,2020-03-08 00:22:31.840199,407.51,1.0,no llego el producto,Flora
487,Accesorios,7,2020-01-02 08:18:19.522075,121.45,3.4,llego justo a tiempo,Polo
293,Ferreteria,1,2019-11-11 23:45:42.475874,470.33,4.7,buena relacion calidad-precio,Sika
432,Ropa,5,2020-11-14 13:02:40.784767,166.19,1.5,no llego el producto,Roxy
375,Hogar,3,2019-07-02 02:43:14.318946,148.22,1.5,no llego el producto,Henkel
304,Accesorios,3,2019-01-23 10:41:39.017043,469.37,3.2, cumple las expectativas,Polo
198,Juguetes,6,2019-11-22 16:27:28.603595,116.07,3.0,me gusto,Fisher-price
445,Deporte,9,2020-12-20 04:56:18.418816,416.4,2.9,llego justo a tiempo,Under Armour
68,Accesorios,5,2019-08-19 23:28:02.671201,162.13,4.8, muy bueno!,Polo
265,Zapatos,9,2020-06-05 04:05:25.498299,445.4,4.1,justo lo que esperaba,Crocs
266,Cocina,10,2019-08-17 07:38:25.027742,285.29,1.9, la calidad no es la esperada,Flora
276,Zapatos,1,2020-09-08 09:24:34.002331,494.4,2.2,el paquete llego en mal estado,New balance
239,Ferreteria,3,2020-01-05 17:01:50.570486,453.3,1.7,no llego en tiempo,Sika
130,Electronica,7,2020-12-05 13:18:43.694707,137.56,4.8,buena relacion calidad-precio,Samsumg
97,Ferreteria,4,2019-05-02 18:59:12.414332,222.16,2.1,el paquete llego en mal estado,3M
491,Accesorios,2,2020-04-14 01:49:55.007053,461.73,4.3, muy bueno!,Ray-ban
12,Baño,10,2020-10-17 01:39:33.518028,328.41,4.7,justo lo que esperaba,Cristasol
385,Deporte,3,2020-11-22 21:25:22.429035,281.2,3.8, muy bueno!,Adidas
480,Zapatos,7,2019-11-10 01:20:06.298648,363.11,4.5,buena relacion calidad-precio,New balance
370,Libros,11,2019-05-08 22:58:16.217968,459.96,2.3, la calidad no es la esperada,Ediciones Tomodomo
47,Juguetes,5,2020-07-08 07:30:26.673753,422.93,1.8, la calidad no es la esperada,Playmobile
451,Deporte,9,2019-02-17 00:00:59.372322,441.47,0.6,muy malo,Nike
132,Cocina,6,2019-10-16 09:04:06.649734,440.04,2.9, cumple las expectativas,Bimbo
226,Hogar,4,2019-05-27 07:55:40.412261,295.06,2.8,llego justo a tiempo,Vileda
255,Libros,2,2020-04-29 18:54:09.446194,312.48,2.7, cumple las expectativas,Platena Comic
470,Juguetes,1,2019-01-26 07:52:54.471551,434.87,3.9,buena relacion calidad-precio,Lego
15,Juguetes,6,2019-08-31 08:24:19.745049,206.2,2.1,no llego en tiempo,Playmobile
88,Hogar,7,2019-06-20 10:06:14.431000,459.76,4.9, muy bueno!,Henkel
472,Deporte,4,2020-02-25 02:48:13.408427,430.84,1.2,muy malo,Adidas
227,Hogar,11,2020-07-05 06:31:41.101725,452.2,1.5,no llego el producto,Colgate - palmolive
229,Deporte,2,2020-07-02 21:59:05.707956,291.82,4.8, muy bueno!,Asics
397,Ropa,2,2020-02-13 16:07:58.481692,190.24,1.3,muy malo,Lacoste
225,Deporte,2,2020-09-22 14:12:21.809662,104.97,0.9,no llego el producto,Under Armour
476,Baño,2,2019-04-26 16:29:51.636922,357.15,4.1, muy bueno!,Cif
102,Zapatos,9,2020-07-11 20:01:45.937308,471.25,4.1,justo lo que esperaba,Skechers
473,Hogar,2,2019-04-05 22:51:05.284941,182.05,1.8,el paquete llego en mal estado,Colgate - palmolive
99,Zapatos,10,2019-02-08 17:23:03.597493,252.85,0.1,no llego el producto,Skechers
378,Ropa,5,2019-03-01 01:56:50.318846,277.09,2.1, la calidad no es la esperada,Levis
235,Electronica,11,2020-02-24 02:21:40.319863,67.32,2.7,llego justo a tiempo,General Electric
278,Juguetes,2,2019-12-21 15:21:32.998387,380.95,0.1,no llego el producto,Lego
94,Hogar,3,2019-11-25 09:45:21.712585,80.17,1.1,no llego el producto,Vileda
147,Cocina,1,2020-01-30 06:15:05.521853,314.98,1.8,no llego en tiempo,Flora
401,Libros,7,2019-03-29 13:36:06.748448,232.28,4.3,buena relacion calidad-precio,Alianza Editorial
89,Zapatos,6,2019-11-02 18:15:38.831358,294.64,1.2,no cumple las expectativas,Crocs
306,Cocina,7,2020-04-16 08:07:28.285690,288.5,1.6, la calidad no es la esperada,Flora
369,Deporte,10,2020-09-28 18:08:12.379486,389.13,1.8,el paquete llego en mal estado,Under Armour
500,Ferreteria,7,2020-05-26 00:43:42.379282,481.6,0.8,no llego el producto,3M
58,Baño,2,2019-05-05 01:19:02.827200,37.43,3.8, muy bueno!,Don limpio
8,Deporte,7,2019-01-07 04:03:52.524339,100.18,3.6,buena relacion calidad-precio,Asics
479,Baño,1,2020-01-23 06:07:07.888384,466.98,1.1,muy malo,KH7
26,Baño,5,2019-03-05 12:49:33.346180,261.39,4.7,buena relacion calidad-precio,Don limpio
183,Ferreteria,2,2020-02-22 02:17:59.447809,326.0,3.8, muy bueno!,3M
25,Deporte,8,2020-10-10 20:31:32.416347,309.19,3.0,llego justo a tiempo,Under Armour
350,Libros,8,2019-10-20 13:14:14.558011,212.54,0.4,no cumple las expectativas,Valdemar
396,Accesorios,9,2020-10-17 05:03:13.688944,206.25,0.8,no cumple las expectativas,Ray-ban
292,Ferreteria,3,2019-11-28 03:25:13.341609,62.04,0.7,no cumple las expectativas,Sika
393,Libros,4,2019-12-19 14:55:41.279592,298.91,3.9,buena relacion calidad-precio,Alianza Editorial
194,Accesorios,11,2020-05-29 22:51:31.849752,279.07,3.7,buena relacion calidad-precio,Polo
452,Libros,8,2020-04-19 16:09:37.574137,265.21,3.5, cumple las expectativas,Platena Comic
183,Deporte,1,2019-09-05 21:31:45.212305,16.65,4.2, muy bueno!,Asics
23,Accesorios,1,2020-11-05 06:44:37.931483,37.78,1.8, la calidad no es la esperada,Polo
114,Zapatos,1,2019-05-15 21:58:18.536006,64.25,1.5,no cumple las expectativas,Skechers
122,Cocina,6,2020-05-03 02:57:39.046379,321.81,1.9, la calidad no es la esperada,Nescafe
357,Accesorios,2,2019-09-30 08:54:48.490414,353.3,4.1, muy bueno!,Ray-ban
365,Juguetes,10,2020-12-06 08:31:20.110497,499.45,3.8, muy bueno!,Lego
441,Electronica,7,2020-05-18 14:16:40.560743,171.78,0.5,no cumple las expectativas,Apple
417,Baño,2,2020-04-14 06:56:07.896261,447.69,1.1,no cumple las expectativas,Cif
286,Accesorios,3,2019-10-29 20:06:58.229745,67.52,2.8,me gusto, Michael Kors
102,Juguetes,1,2020-11-25 20:33:26.184861,467.03,4.2,justo lo que esperaba,Playmobile
89,Cocina,4,2020-05-27 21:46:15.801741,471.68,2.3,no llego en tiempo,Nescafe
267,Libros,5,2020-10-30 02:27:09.380106,242.7,1.0,muy malo,Valdemar
284,Zapatos,7,2019-07-17 09:27:40.006078,97.17,2.6,me gusto,Crocs
193,Electronica,7,2019-04-06 09:24:53.347452,448.91,2.4,no llego en tiempo,Sony
388,Zapatos,8,2019-04-08 05:14:08.351501,162.77,2.4,no llego en tiempo,Crocs
38,Hogar,1,2020-04-02 01:49:17.963194,360.43,1.0,no llego el producto,Henkel
80,Electronica,11,2020-07-06 08:36:01.088888,326.09,0.5,muy malo,General Electric
